trade_id,model,fold,entry_time,exit_time,bars_held,time_held_min,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,pnl_per_contract,mfe,mae,mfe_ticks,mae_ticks,entry_signal,exit_reason,cumulative_pnl,high_during,low_during
10,lightgbm,1,2023-09-25 09:55:00-04:00,2023-09-25 10:10:00-04:00,4,15.0,SHORT,1,4362.125,4359.875,112.5,5.0,12.5,95.0,95.0,431.25,106.25,34,8,0.2029,hold_bars,3945.0,4364.25,4353.5
11,lightgbm,1,2023-09-25 10:15:00-04:00,2023-09-25 10:30:00-04:00,4,15.0,SHORT,1,4355.625,4356.625,-50.0,5.0,12.5,-67.5,-67.5,343.75,368.75,27,29,0.3532,hold_bars,3877.5,4363.0,4348.75
12,lightgbm,1,2023-09-25 10:35:00-04:00,2023-09-25 10:50:00-04:00,4,15.0,SHORT,1,4356.875,4351.625,262.5,5.0,12.5,245.0,245.0,281.25,93.75,22,7,0.0958,hold_bars,4122.5,4358.75,4351.25
13,lightgbm,1,2023-09-25 10:55:00-04:00,2023-09-25 11:05:00-04:00,3,10.0,LONG,1,4348.625,4359.875,562.5,5.0,12.5,545.0,545.0,618.75,43.75,49,3,0.988,take_profit,4667.5,4361.0,4347.75
14,lightgbm,1,2023-09-25 11:10:00-04:00,2023-09-25 11:15:00-04:00,2,5.0,LONG,1,4360.875,4371.125,512.5,5.0,12.5,495.0,495.0,531.25,118.75,42,9,0.9945,take_profit,5162.5,4371.5,4358.5
15,lightgbm,1,2023-09-25 11:25:00-04:00,2023-09-25 11:40:00-04:00,4,15.0,LONG,1,4366.625,4372.125,275.0,5.0,12.5,257.5,257.5,356.25,56.25,28,4,0.8729,hold_bars,5420.0,4373.75,4365.5
16,lightgbm,1,2023-09-25 11:45:00-04:00,2023-09-25 12:00:00-04:00,4,15.0,SHORT,1,4370.125,4368.125,100.0,5.0,12.5,82.5,82.5,156.25,168.75,12,13,0.37,hold_bars,5502.5,4373.5,4367.0
17,lightgbm,1,2023-09-25 12:05:00-04:00,2023-09-25 12:20:00-04:00,4,15.0,LONG,1,4369.375,4376.375,350.0,5.0,12.5,332.5,332.5,406.25,81.25,32,6,0.9323,hold_bars,5835.0,4377.5,4367.75
18,lightgbm,1,2023-09-25 12:25:00-04:00,2023-09-25 12:40:00-04:00,4,15.0,SHORT,1,4375.625,4370.375,262.5,5.0,12.5,245.0,245.0,281.25,56.25,22,4,0.046,hold_bars,6080.0,4376.75,4370.0
19,lightgbm,1,2023-09-26 09:35:00-04:00,2023-09-26 09:50:00-04:00,4,15.0,SHORT,1,4351.625,4343.125,425.0,5.0,12.5,407.5,407.5,506.25,118.75,40,9,0.1508,hold_bars,6487.5,4354.0,4341.5
20,lightgbm,1,2023-09-26 09:55:00-04:00,2023-09-26 10:10:00-04:00,4,15.0,SHORT,1,4342.375,4330.375,600.0,5.0,12.5,582.5,582.5,631.25,143.75,50,11,0.1434,hold_bars,7070.0,4345.25,4329.75
21,lightgbm,1,2023-09-26 10:15:00-04:00,2023-09-26 10:30:00-04:00,4,15.0,LONG,1,4326.875,4332.125,262.5,5.0,12.5,245.0,245.0,468.75,81.25,37,6,0.9804,hold_bars,7315.0,4336.25,4325.25
22,lightgbm,1,2023-09-26 10:35:00-04:00,2023-09-26 10:50:00-04:00,4,15.0,LONG,1,4334.375,4332.875,-75.0,5.0,12.5,-92.5,-92.5,431.25,168.75,34,13,0.8444,hold_bars,7222.5,4343.0,4331.0
23,lightgbm,1,2023-09-26 10:55:00-04:00,2023-09-26 11:10:00-04:00,4,15.0,SHORT,1,4335.625,4330.125,275.0,5.0,12.5,257.5,257.5,318.75,131.25,25,10,0.3391,hold_bars,7480.0,4338.25,4329.25
24,lightgbm,1,2023-09-26 11:15:00-04:00,2023-09-26 11:30:00-04:00,4,15.0,SHORT,1,4329.625,4327.625,100.0,5.0,12.5,82.5,82.5,393.75,81.25,31,6,0.0489,hold_bars,7562.5,4331.25,4321.75
25,lightgbm,1,2023-09-26 11:35:00-04:00,2023-09-26 11:50:00-04:00,4,15.0,SHORT,1,4328.125,4325.125,150.0,5.0,12.5,132.5,132.5,206.25,93.75,16,7,0.2852,hold_bars,7695.0,4330.0,4324.0
26,lightgbm,1,2023-09-26 11:55:00-04:00,2023-09-26 12:10:00-04:00,4,15.0,LONG,1,4326.625,4330.375,187.5,5.0,12.5,170.0,170.0,306.25,143.75,24,11,0.6439,hold_bars,7865.0,4332.75,4323.75
27,lightgbm,1,2023-09-26 12:15:00-04:00,2023-09-26 12:30:00-04:00,4,15.0,LONG,1,4329.125,4331.375,112.5,5.0,12.5,95.0,95.0,206.25,68.75,16,5,0.8913,hold_bars,7960.0,4333.25,4327.75
28,lightgbm,1,2023-09-26 12:50:00-04:00,2023-09-26 13:05:00-04:00,4,15.0,SHORT,1,4333.625,4334.375,-37.5,5.0,12.5,-55.0,-55.0,381.25,93.75,30,7,0.2243,hold_bars,7905.0,4335.5,4326.0
29,lightgbm,1,2023-09-27 09:35:00-04:00,2023-09-27 09:50:00-04:00,4,15.0,LONG,1,4323.625,4326.625,150.0,5.0,12.5,132.5,132.5,393.75,118.75,31,9,0.6149,hold_bars,8037.5,4331.5,4321.25
30,lightgbm,1,2023-09-27 09:55:00-04:00,2023-09-27 10:10:00-04:00,4,15.0,SHORT,1,4323.875,4313.875,500.0,5.0,12.5,482.5,482.5,531.25,181.25,42,14,0.2511,hold_bars,8520.0,4327.5,4313.25
31,lightgbm,1,2023-09-27 10:15:00-04:00,2023-09-27 10:30:00-04:00,4,15.0,LONG,1,4315.375,4323.125,387.5,5.0,12.5,370.0,370.0,493.75,106.25,39,8,0.9557,hold_bars,8890.0,4325.25,4313.25
32,lightgbm,1,2023-09-27 10:35:00-04:00,2023-09-27 10:50:00-04:00,4,15.0,SHORT,1,4320.625,4308.125,625.0,5.0,12.5,607.5,607.5,693.75,193.75,55,15,0.0117,hold_bars,9497.5,4324.5,4306.75
33,lightgbm,1,2023-09-27 10:55:00-04:00,2023-09-27 11:10:00-04:00,4,15.0,LONG,1,4306.375,4313.875,375.0,5.0,12.5,357.5,357.5,456.25,81.25,36,6,0.8739,hold_bars,9855.0,4315.5,4304.75
34,lightgbm,1,2023-09-27 11:15:00-04:00,2023-09-27 11:30:00-04:00,4,15.0,LONG,1,4310.875,4315.375,225.0,5.0,12.5,207.5,207.5,256.25,81.25,20,6,0.6122,hold_bars,10062.5,4316.0,4309.25
35,lightgbm,1,2023-09-27 11:35:00-04:00,2023-09-27 11:50:00-04:00,4,15.0,SHORT,1,4309.875,4303.125,337.5,5.0,12.5,320.0,320.0,468.75,306.25,37,24,0.0152,hold_bars,10382.5,4316.0,4300.5
36,lightgbm,1,2023-09-27 11:55:00-04:00,2023-09-27 12:10:00-04:00,4,15.0,SHORT,1,4303.625,4294.625,450.0,5.0,12.5,432.5,432.5,493.75,68.75,39,5,0.0117,hold_bars,10815.0,4305.0,4293.75
37,lightgbm,1,2023-09-27 12:15:00-04:00,2023-09-27 12:30:00-04:00,4,15.0,LONG,1,4293.125,4298.875,287.5,5.0,12.5,270.0,270.0,331.25,43.75,26,3,0.9051,hold_bars,11085.0,4299.75,4292.25
38,lightgbm,1,2023-09-27 12:35:00-04:00,2023-09-27 12:50:00-04:00,4,15.0,LONG,1,4297.375,4298.375,50.0,5.0,12.5,32.5,32.5,306.25,68.75,24,5,0.6593,hold_bars,11117.5,4303.5,4296.0
39,lightgbm,1,2023-09-28 09:30:00-04:00,2023-09-28 09:40:00-04:00,3,10.0,SHORT,1,4314.625,4303.375,562.5,5.0,12.5,545.0,545.0,681.25,18.75,54,1,0.1824,take_profit,11662.5,4315.0,4301.0
40,lightgbm,1,2023-09-28 09:45:00-04:00,2023-09-28 09:50:00-04:00,2,5.0,LONG,1,4305.125,4317.125,600.0,5.0,12.5,582.5,582.5,643.75,168.75,51,13,0.9945,take_profit,12245.0,4318.0,4301.75
41,lightgbm,1,2023-09-28 10:00:00-04:00,2023-09-28 10:15:00-04:00,4,15.0,SHORT,1,4324.125,4319.875,212.5,5.0,12.5,195.0,195.0,606.25,56.25,48,4,0.018,hold_bars,12440.0,4325.25,4312.0
42,lightgbm,1,2023-09-28 10:20:00-04:00,2023-09-28 10:35:00-04:00,4,15.0,SHORT,1,4317.875,4317.375,25.0,5.0,12.5,7.5,7.5,618.75,293.75,49,23,0.2629,hold_bars,12447.5,4323.75,4305.5
43,lightgbm,1,2023-09-28 10:40:00-04:00,2023-09-28 10:55:00-04:00,4,15.0,LONG,1,4323.375,4326.125,137.5,5.0,12.5,120.0,120.0,256.25,506.25,20,40,0.7307,hold_bars,12567.5,4328.5,4313.25
44,lightgbm,1,2023-09-28 11:00:00-04:00,2023-09-28 11:15:00-04:00,4,15.0,LONG,1,4323.625,4324.125,25.0,5.0,12.5,7.5,7.5,331.25,68.75,26,5,0.9522,hold_bars,12575.0,4330.25,4322.25
45,lightgbm,1,2023-09-28 11:20:00-04:00,2023-09-28 11:35:00-04:00,4,15.0,LONG,1,4333.875,4339.375,275.0,5.0,12.5,257.5,257.5,393.75,518.75,31,41,0.8076,hold_bars,12832.5,4341.75,4323.5
46,lightgbm,1,2023-09-28 11:40:00-04:00,2023-09-28 11:55:00-04:00,4,15.0,SHORT,1,4345.875,4347.375,-75.0,5.0,12.5,-92.5,-92.5,343.75,168.75,27,13,0.3879,hold_bars,12740.0,4349.25,4339.0
47,lightgbm,1,2023-09-28 12:00:00-04:00,2023-09-28 12:15:00-04:00,4,15.0,LONG,1,4345.625,4348.625,150.0,5.0,12.5,132.5,132.5,156.25,131.25,12,10,0.8303,hold_bars,12872.5,4348.75,4343.0
48,lightgbm,1,2023-09-28 12:20:00-04:00,2023-09-28 12:35:00-04:00,4,15.0,LONG,1,4347.375,4351.375,200.0,5.0,12.5,182.5,182.5,418.75,56.25,33,4,0.8462,hold_bars,13055.0,4355.75,4346.25
49,lightgbm,1,2023-09-29 09:30:00-04:00,2023-09-29 09:45:00-04:00,4,15.0,SHORT,1,4364.125,4360.875,162.5,5.0,12.5,145.0,145.0,306.25,356.25,24,28,0.3883,hold_bars,13200.0,4371.25,4358.0
50,lightgbm,1,2023-09-29 10:00:00-04:00,2023-09-29 10:15:00-04:00,4,15.0,SHORT,1,4367.375,4360.875,325.0,5.0,12.5,307.5,307.5,443.75,131.25,35,10,0.0126,hold_bars,13507.5,4370.0,4358.5
51,lightgbm,1,2023-09-29 10:20:00-04:00,2023-09-29 10:35:00-04:00,4,15.0,LONG,1,4353.375,4358.875,275.0,5.0,12.5,257.5,257.5,456.25,31.25,36,2,0.9715,hold_bars,13765.0,4362.5,4352.75
52,lightgbm,1,2023-09-29 10:45:00-04:00,2023-09-29 11:00:00-04:00,4,15.0,SHORT,1,4362.625,4354.125,425.0,5.0,12.5,407.5,407.5,468.75,143.75,37,11,0.3112,hold_bars,14172.5,4365.5,4353.25
53,lightgbm,1,2023-09-29 11:05:00-04:00,2023-09-29 11:20:00-04:00,4,15.0,LONG,1,4354.875,4364.625,487.5,5.0,12.5,470.0,470.0,568.75,168.75,45,13,0.6247,hold_bars,14642.5,4366.25,4351.5
54,lightgbm,1,2023-09-29 11:25:00-04:00,2023-09-29 11:40:00-04:00,4,15.0,SHORT,1,4352.125,4345.125,350.0,5.0,12.5,332.5,332.5,456.25,643.75,36,51,0.1109,hold_bars,14975.0,4365.0,4343.0
55,lightgbm,1,2023-09-29 11:55:00-04:00,2023-09-29 12:10:00-04:00,4,15.0,LONG,1,4344.625,4340.625,-200.0,5.0,12.5,-217.5,-217.5,218.75,268.75,17,21,0.6309,hold_bars,14757.5,4349.0,4339.25
56,lightgbm,1,2023-09-29 12:20:00-04:00,2023-09-29 12:35:00-04:00,4,15.0,SHORT,1,4345.875,4343.875,100.0,5.0,12.5,82.5,82.5,143.75,193.75,11,15,0.3888,hold_bars,14840.0,4349.75,4343.0
57,lightgbm,1,2023-09-29 12:40:00-04:00,2023-09-29 12:50:00-04:00,3,10.0,SHORT,1,4341.375,4331.125,512.5,5.0,12.5,495.0,495.0,531.25,306.25,42,24,0.2689,take_profit,15335.0,4347.5,4330.75
58,lightgbm,2,2023-09-29 13:15:00-04:00,2023-09-29 13:30:00-04:00,4,15.0,LONG,1,4319.125,4324.375,262.5,5.0,12.5,245.0,245.0,481.25,131.25,38,10,0.9864,hold_bars,15580.0,4328.75,4316.5
59,lightgbm,2,2023-09-29 13:35:00-04:00,2023-09-29 13:50:00-04:00,4,15.0,SHORT,1,4324.875,4319.125,287.5,5.0,12.5,270.0,270.0,381.25,181.25,30,14,0.3463,hold_bars,15850.0,4328.5,4317.25
60,lightgbm,2,2023-09-29 13:55:00-04:00,2023-09-29 14:10:00-04:00,4,15.0,LONG,1,4313.625,4316.625,150.0,5.0,12.5,132.5,132.5,406.25,93.75,32,7,0.7799,hold_bars,15982.5,4321.75,4311.75
61,lightgbm,2,2023-09-29 14:20:00-04:00,2023-09-29 14:35:00-04:00,4,15.0,SHORT,1,4319.875,4316.375,175.0,5.0,12.5,157.5,157.5,443.75,168.75,35,13,0.3595,hold_bars,16140.0,4323.25,4311.0
62,lightgbm,2,2023-09-29 14:45:00-04:00,2023-09-29 14:55:00-04:00,3,10.0,LONG,1,4320.875,4334.125,662.5,5.0,12.5,645.0,645.0,681.25,81.25,54,6,0.9334,take_profit,16785.0,4334.5,4319.25
63,lightgbm,2,2023-09-29 15:10:00-04:00,2023-09-29 15:25:00-04:00,4,15.0,SHORT,1,4330.125,4328.125,100.0,5.0,12.5,82.5,82.5,368.75,256.25,29,20,0.3855,hold_bars,16867.5,4335.25,4322.75
64,lightgbm,2,2023-09-29 15:30:00-04:00,2023-09-29 15:45:00-04:00,4,15.0,LONG,1,4322.875,4330.875,400.0,5.0,12.5,382.5,382.5,418.75,106.25,33,8,0.6549,hold_bars,17250.0,4331.25,4320.75
65,lightgbm,2,2023-09-29 15:50:00-04:00,2023-10-02 09:35:00-04:00,4,3945.0,SHORT,1,4331.625,4327.375,212.5,5.0,12.5,195.0,195.0,906.25,481.25,72,38,0.0263,hold_bars,17445.0,4341.25,4313.5
66,lightgbm,2,2023-10-02 09:50:00-04:00,2023-10-02 10:00:00-04:00,3,10.0,LONG,1,4318.875,4329.875,550.0,5.0,12.5,532.5,532.5,668.75,306.25,53,24,0.7012,take_profit,17977.5,4332.25,4312.75
67,lightgbm,2,2023-10-02 10:05:00-04:00,2023-10-02 10:20:00-04:00,4,15.0,SHORT,1,4325.125,4326.375,-62.5,5.0,12.5,-80.0,-80.0,356.25,356.25,28,28,0.3605,hold_bars,17897.5,4332.25,4318.0
68,lightgbm,2,2023-10-02 10:25:00-04:00,2023-10-02 10:40:00-04:00,4,15.0,SHORT,1,4318.875,4316.625,112.5,5.0,12.5,95.0,95.0,443.75,531.25,35,42,0.2493,hold_bars,17992.5,4329.5,4310.0
69,lightgbm,2,2023-10-02 10:45:00-04:00,2023-10-02 11:00:00-04:00,4,15.0,SHORT,1,4316.625,4321.125,-225.0,5.0,12.5,-242.5,-242.5,281.25,481.25,22,38,0.3965,hold_bars,17750.0,4326.25,4311.0
70,lightgbm,2,2023-10-02 11:05:00-04:00,2023-10-02 11:20:00-04:00,4,15.0,LONG,1,4318.625,4334.375,787.5,5.0,12.5,770.0,770.0,868.75,118.75,69,9,0.9387,hold_bars,18520.0,4336.0,4316.25
71,lightgbm,2,2023-10-02 11:25:00-04:00,2023-10-02 11:40:00-04:00,4,15.0,SHORT,1,4334.625,4319.375,762.5,5.0,12.5,745.0,745.0,768.75,156.25,61,12,0.0902,hold_bars,19265.0,4337.75,4319.25
72,lightgbm,2,2023-10-02 11:45:00-04:00,2023-10-02 12:00:00-04:00,4,15.0,SHORT,1,4316.125,4308.375,387.5,5.0,12.5,370.0,370.0,506.25,231.25,40,18,0.0934,hold_bars,19635.0,4320.75,4306.0
73,lightgbm,2,2023-10-02 12:05:00-04:00,2023-10-02 12:20:00-04:00,4,15.0,LONG,1,4302.375,4309.375,350.0,5.0,12.5,332.5,332.5,456.25,93.75,36,7,0.8718,hold_bars,19967.5,4311.5,4300.5
74,lightgbm,2,2023-10-02 12:25:00-04:00,2023-10-02 12:40:00-04:00,4,15.0,SHORT,1,4306.375,4302.625,187.5,5.0,12.5,170.0,170.0,206.25,268.75,16,21,0.2576,hold_bars,20137.5,4311.75,4302.25
75,lightgbm,2,2023-10-02 12:45:00-04:00,2023-10-02 13:00:00-04:00,4,15.0,LONG,1,4296.625,4301.375,237.5,5.0,12.5,220.0,220.0,431.25,56.25,34,4,0.9389,hold_bars,20357.5,4305.25,4295.5
76,lightgbm,2,2023-10-03 09:30:00-04:00,2023-10-03 09:45:00-04:00,4,15.0,LONG,1,4305.125,4312.875,387.5,5.0,12.5,370.0,370.0,468.75,318.75,37,25,0.8012,hold_bars,20727.5,4314.5,4298.75
77,lightgbm,2,2023-10-03 09:50:00-04:00,2023-10-03 10:00:00-04:00,3,10.0,SHORT,1,4314.875,4293.375,1075.0,5.0,12.5,1057.5,1057.5,1093.75,106.25,87,8,0.0115,take_profit,21785.0,4317.0,4293.0
78,lightgbm,2,2023-10-03 10:10:00-04:00,2023-10-03 10:25:00-04:00,4,15.0,SHORT,1,4283.875,4275.125,437.5,5.0,12.5,420.0,420.0,506.25,643.75,40,51,0.0397,hold_bars,22205.0,4296.75,4273.75
79,lightgbm,2,2023-10-03 10:40:00-04:00,2023-10-03 10:55:00-04:00,4,15.0,SHORT,1,4275.625,4267.375,412.5,5.0,12.5,395.0,395.0,568.75,131.25,45,10,0.0129,hold_bars,22600.0,4278.25,4264.25
80,lightgbm,2,2023-10-03 11:00:00-04:00,2023-10-03 11:15:00-04:00,4,15.0,LONG,1,4264.375,4267.875,175.0,5.0,12.5,157.5,157.5,281.25,118.75,22,9,0.7042,hold_bars,22757.5,4270.0,4262.0
81,lightgbm,2,2023-10-03 11:20:00-04:00,2023-10-03 11:35:00-04:00,4,15.0,SHORT,1,4265.875,4261.125,237.5,5.0,12.5,220.0,220.0,443.75,281.25,35,22,0.0623,hold_bars,22977.5,4271.5,4257.0
82,lightgbm,2,2023-10-03 11:45:00-04:00,2023-10-03 12:00:00-04:00,4,15.0,LONG,1,4259.375,4268.125,437.5,5.0,12.5,420.0,420.0,506.25,93.75,40,7,0.9156,hold_bars,23397.5,4269.5,4257.5
83,lightgbm,2,2023-10-03 12:05:00-04:00,2023-10-03 12:20:00-04:00,4,15.0,LONG,1,4267.375,4269.625,112.5,5.0,12.5,95.0,95.0,281.25,118.75,22,9,0.6787,hold_bars,23492.5,4273.0,4265.0
84,lightgbm,2,2023-10-03 12:25:00-04:00,2023-10-03 12:40:00-04:00,4,15.0,SHORT,1,4273.875,4268.125,287.5,5.0,12.5,270.0,270.0,318.75,93.75,25,7,0.2403,hold_bars,23762.5,4275.75,4267.5
85,lightgbm,2,2023-10-03 12:45:00-04:00,2023-10-03 13:00:00-04:00,4,15.0,LONG,1,4273.125,4275.875,137.5,5.0,12.5,120.0,120.0,256.25,256.25,20,20,0.613,hold_bars,23882.5,4278.25,4268.0
86,lightgbm,2,2023-10-04 09:35:00-04:00,2023-10-04 09:50:00-04:00,4,15.0,SHORT,1,4280.625,4274.125,325.0,5.0,12.5,307.5,307.5,593.75,118.75,47,9,0.0123,hold_bars,24190.0,4283.0,4268.75
87,lightgbm,2,2023-10-04 09:55:00-04:00,2023-10-04 10:00:00-04:00,2,5.0,SHORT,1,4274.625,4264.625,500.0,5.0,12.5,482.5,482.5,556.25,206.25,44,16,0.2649,take_profit,24672.5,4278.75,4263.5
88,lightgbm,2,2023-10-04 10:05:00-04:00,2023-10-04 10:20:00-04:00,4,15.0,SHORT,1,4262.625,4259.875,137.5,5.0,12.5,120.0,120.0,293.75,306.25,23,24,0.288,hold_bars,24792.5,4268.75,4256.75
89,lightgbm,2,2023-10-04 10:25:00-04:00,2023-10-04 10:30:00-04:00,2,5.0,LONG,1,4255.125,4267.625,625.0,5.0,12.5,607.5,607.5,631.25,43.75,50,3,0.9945,take_profit,25400.0,4267.75,4254.25
90,lightgbm,2,2023-10-04 10:35:00-04:00,2023-10-04 10:45:00-04:00,3,10.0,SHORT,1,4269.125,4257.875,562.5,5.0,12.5,545.0,545.0,606.25,306.25,48,24,0.3781,take_profit,25945.0,4275.25,4257.0
91,lightgbm,2,2023-10-04 10:50:00-04:00,2023-10-04 11:05:00-04:00,4,15.0,LONG,1,4259.125,4265.125,300.0,5.0,12.5,282.5,282.5,381.25,168.75,30,13,0.8007,hold_bars,26227.5,4266.75,4255.75
92,lightgbm,2,2023-10-04 11:10:00-04:00,2023-10-04 11:25:00-04:00,4,15.0,LONG,1,4268.125,4276.875,437.5,5.0,12.5,420.0,420.0,543.75,156.25,43,12,0.9908,hold_bars,26647.5,4279.0,4265.0
93,lightgbm,2,2023-10-04 11:40:00-04:00,2023-10-04 11:55:00-04:00,4,15.0,LONG,1,4274.875,4288.625,687.5,5.0,12.5,670.0,670.0,706.25,218.75,56,17,0.8421,hold_bars,27317.5,4289.0,4270.5
94,lightgbm,2,2023-10-04 12:00:00-04:00,2023-10-04 12:15:00-04:00,4,15.0,LONG,1,4283.625,4287.875,212.5,5.0,12.5,195.0,195.0,293.75,93.75,23,7,0.8077,hold_bars,27512.5,4289.5,4281.75
95,lightgbm,2,2023-10-04 12:20:00-04:00,2023-10-04 12:35:00-04:00,4,15.0,LONG,1,4284.375,4287.625,162.5,5.0,12.5,145.0,145.0,431.25,18.75,34,1,0.9878,hold_bars,27657.5,4293.0,4284.0
96,lightgbm,2,2023-10-05 09:30:00-04:00,2023-10-05 09:45:00-04:00,4,15.0,SHORT,1,4294.875,4283.375,575.0,5.0,12.5,557.5,557.5,643.75,231.25,51,18,0.3417,hold_bars,28215.0,4299.5,4282.0
97,lightgbm,2,2023-10-05 09:55:00-04:00,2023-10-05 10:05:00-04:00,3,10.0,SHORT,1,4287.625,4277.375,512.5,5.0,12.5,495.0,495.0,731.25,56.25,58,4,0.0123,take_profit,28710.0,4288.75,4273.0
98,lightgbm,2,2023-10-05 10:15:00-04:00,2023-10-05 10:30:00-04:00,4,15.0,SHORT,1,4282.125,4276.875,262.5,5.0,12.5,245.0,245.0,368.75,118.75,29,9,0.0864,hold_bars,28955.0,4284.5,4274.75
99,lightgbm,2,2023-10-05 10:40:00-04:00,2023-10-05 10:55:00-04:00,4,15.0,SHORT,1,4267.375,4266.125,62.5,5.0,12.5,45.0,45.0,243.75,93.75,19,7,0.0855,hold_bars,29000.0,4269.25,4262.5
100,lightgbm,2,2023-10-05 11:05:00-04:00,2023-10-05 11:20:00-04:00,4,15.0,LONG,1,4260.125,4269.375,462.5,5.0,12.5,445.0,445.0,518.75,106.25,41,8,0.9439,hold_bars,29445.0,4270.5,4258.0
101,lightgbm,2,2023-10-05 11:25:00-04:00,2023-10-05 11:40:00-04:00,4,15.0,SHORT,1,4266.375,4263.625,137.5,5.0,12.5,120.0,120.0,231.25,181.25,18,14,0.3915,hold_bars,29565.0,4270.0,4261.75
102,lightgbm,2,2023-10-05 11:45:00-04:00,2023-10-05 12:00:00-04:00,4,15.0,LONG,1,4266.375,4270.125,187.5,5.0,12.5,170.0,170.0,306.25,181.25,24,14,0.8265,hold_bars,29735.0,4272.5,4262.75
103,lightgbm,2,2023-10-05 12:05:00-04:00,2023-10-05 12:20:00-04:00,4,15.0,LONG,1,4270.875,4273.875,150.0,5.0,12.5,132.5,132.5,318.75,68.75,25,5,0.9857,hold_bars,29867.5,4277.25,4269.5
104,lightgbm,2,2023-10-05 12:25:00-04:00,2023-10-05 12:40:00-04:00,4,15.0,SHORT,1,4278.125,4273.625,225.0,5.0,12.5,207.5,207.5,293.75,143.75,23,11,0.2565,hold_bars,30075.0,4281.0,4272.25
105,lightgbm,2,2023-10-05 12:50:00-04:00,2023-10-05 13:05:00-04:00,4,15.0,SHORT,1,4271.875,4265.875,300.0,5.0,12.5,282.5,282.5,356.25,118.75,28,9,0.1783,hold_bars,30357.5,4274.25,4264.75
106,lightgbm,2,2023-10-06 09:30:00-04:00,2023-10-06 09:45:00-04:00,4,15.0,SHORT,1,4270.375,4260.875,475.0,5.0,12.5,457.5,457.5,706.25,281.25,56,22,0.208,hold_bars,30815.0,4276.0,4256.25
107,lightgbm,2,2023-10-06 09:50:00-04:00,2023-10-06 10:05:00-04:00,4,15.0,SHORT,1,4262.375,4254.375,400.0,5.0,12.5,382.5,382.5,543.75,243.75,43,19,0.2084,hold_bars,31197.5,4267.25,4251.5
108,lightgbm,2,2023-10-06 10:10:00-04:00,2023-10-06 10:25:00-04:00,4,15.0,LONG,1,4262.625,4275.625,650.0,5.0,12.5,632.5,632.5,693.75,481.25,55,38,0.6208,hold_bars,31830.0,4276.5,4253.0
109,lightgbm,2,2023-10-06 10:30:00-04:00,2023-10-06 10:45:00-04:00,4,15.0,LONG,1,4280.625,4285.125,225.0,5.0,12.5,207.5,207.5,443.75,243.75,35,19,0.7575,hold_bars,32037.5,4289.5,4275.75
